3,1,17,0,3,"(anonymous)@90-92@packages/plugin-copilot/src/react/hooks.ts","packages/plugin-copilot/src/react/hooks.ts","(anonymous)","(anonymous)",90,92
7,1,30,0,9,"(anonymous)@85-93@packages/plugin-copilot/src/react/hooks.ts","packages/plugin-copilot/src/react/hooks.ts","(anonymous)","(anonymous)",85,93
3,1,17,0,3,"useCopilotMessages@101-103@packages/plugin-copilot/src/react/hooks.ts","packages/plugin-copilot/src/react/hooks.ts","useCopilotMessages","useCopilotMessages ( )",101,103
3,1,14,0,3,"useCopilotTyping@110-112@packages/plugin-copilot/src/react/hooks.ts","packages/plugin-copilot/src/react/hooks.ts","useCopilotTyping","useCopilotTyping ( )",110,112
4,2,23,0,4,"(anonymous)@58-61@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",58,61
8,3,56,0,8,"(anonymous)@63-70@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",63,70
4,1,10,0,4,"(anonymous)@71-74@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",71,74
6,1,48,0,20,"(anonymous)@56-75@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",56,75
3,1,16,0,3,"(anonymous)@78-80@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",78,80
1,1,1,0,1,"(anonymous)@86-86@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",86,86
2,2,11,0,2,"(anonymous)@87-88@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",87,88
